,Price
2012-12-09,121.345
2012-12-10,121.4
2012-12-11,121.4
2012-12-12,122.31
2012-12-13,122.73
2012-12-14,124.33
2012-12-15,125.16499999999999
2012-12-16,125.16499999999999
2012-12-17,126.0
2012-12-18,126.5
2012-12-19,127.08
2012-12-20,127.58
2012-12-21,127.63
2012-12-22,128.69
2012-12-23,128.69
2012-12-24,129.75
2012-12-25,129.75
2012-12-26,129.75
2012-12-27,128.82
2012-12-28,128.23
2012-12-29,128.39
2012-12-30,128.39
2012-12-31,128.55
2013-01-01,137.645
2013-01-02,146.74
2013-01-03,151.24
2013-01-04,148.91
2013-01-05,149.535
2013-01-06,149.535
2013-01-07,150.16
2013-01-08,152.39
2013-01-09,151.99
2013-01-10,151.66
2013-01-11,151.16
2013-01-12,151.97
2013-01-13,151.97
2013-01-14,152.78
2013-01-15,152.19
2013-01-16,151.37
2013-01-17,151.31
2013-01-18,151.57
2013-01-19,151.45999999999998
2013-01-20,151.45999999999998
2013-01-21,151.45999999999998
2013-01-22,151.35
2013-01-23,151.23
2013-01-24,151.03
2013-01-25,150.88
2013-01-26,150.84
2013-01-27,150.84
2013-01-28,150.8
2013-01-29,150.7
2013-01-30,150.75
2013-01-31,150.86
2013-02-01,153.64
2013-02-02,154.89499999999998
2013-02-03,154.89499999999998
2013-02-04,156.15
2013-02-05,154.83
2013-02-06,155.97
2013-02-07,156.65
2013-02-08,157.3
2013-02-09,157.01
2013-02-10,157.01
2013-02-11,156.72
2013-02-12,156.83
2013-02-13,156.62
2013-02-14,156.37
2013-02-15,155.28
2013-02-16,155.35500000000002
2013-02-17,155.35500000000002
2013-02-18,155.35500000000002
2013-02-19,155.43
2013-02-20,155.39
2013-02-21,155.52
2013-02-22,155.3
2013-02-23,155.255
2013-02-24,155.255
2013-02-25,155.21
2013-02-26,155.01
2013-02-27,154.82
2013-02-28,154.64
2013-03-01,146.85
2013-03-02,144.905
2013-03-03,144.905
2013-03-04,142.96
2013-03-05,143.74
2013-03-06,146.0
2013-03-07,145.56
2013-03-08,145.26
2013-03-09,144.58499999999998
2013-03-10,144.58499999999998
2013-03-11,143.91
2013-03-12,142.61
2013-03-13,142.12
2013-03-14,140.84
2013-03-15,142.28
2013-03-16,141.725
2013-03-17,141.725
2013-03-18,141.17
