,Price
2012-06-20,7425.125
2012-06-21,7352.0
2012-06-22,7336.5
2012-06-23,7360.5
2012-06-24,7360.5
2012-06-25,7384.5
2012-06-26,7355.0
2012-06-27,7416.25
2012-06-28,7388.0
2012-06-29,7733.25
2012-06-30,7682.875
2012-07-01,7682.875
2012-07-02,7632.5
2012-07-03,7780.0
2012-07-04,7714.25
2012-07-05,7682.0
2012-07-06,7523.25
2012-07-07,7545.125
2012-07-08,7545.125
2012-07-09,7567.0
2012-07-10,7495.75
2012-07-11,7573.25
2012-07-12,7549.25
2012-07-13,7715.0
2012-07-14,7704.375
2012-07-15,7704.375
2012-07-16,7693.75
2012-07-17,7626.0
2012-07-18,7640.0
2012-07-19,7770.0
2012-07-20,7571.0
2012-07-21,7502.0
2012-07-22,7502.0
2012-07-23,7433.0
2012-07-24,7388.25
2012-07-25,7479.0
2012-07-26,7468.75
2012-07-27,7566.25
2012-07-28,7553.125
2012-07-29,7553.125
2012-07-30,7540.0
2012-07-31,7540.0
2012-08-01,7444.25
2012-08-02,7288.25
2012-08-03,7427.0
2012-08-04,7451.125
2012-08-05,7451.125
2012-08-06,7475.25
2012-08-07,7589.0
2012-08-08,7525.0
2012-08-09,7540.0
2012-08-10,7486.0
2012-08-11,7443.0
2012-08-12,7443.0
2012-08-13,7400.0
2012-08-14,7417.5
2012-08-15,7399.5
2012-08-16,7462.25
2012-08-17,7537.25
2012-08-18,7492.625
2012-08-19,7492.625
2012-08-20,7448.0
2012-08-21,7585.5
2012-08-22,7593.0
2012-08-23,7641.0
2012-08-24,7657.0
2012-08-25,7633.375
2012-08-26,7633.375
2012-08-27,7633.375
2012-08-28,7609.75
2012-08-29,7574.75
2012-08-30,7567.25
2012-08-31,7588.25
2012-09-01,7624.5
2012-09-02,7624.5
2012-09-03,7660.75
2012-09-04,7628.5
2012-09-05,7733.0
2012-09-06,7708.75
2012-09-07,7982.0
2012-09-08,8024.25
2012-09-09,8024.25
2012-09-10,8066.5
