"Date","Price","Open","High","Low","Vol.","Change %"
"01/06/2020","18.179","18.170","18.550","18.045","136.41K","0.15%"
"01/03/2020","18.151","18.070","18.325","18.040","110.02K","0.58%"
"01/02/2020","18.046","17.905","18.150","17.830","90.11K","0.70%"
"12/31/2019","17.921","17.970","18.200","17.870","62.11K","-0.44%"
"12/30/2019","18.001","17.860","18.020","17.830","62.95K","0.56%"
"12/27/2019","17.900","17.925","18.005","17.770","0.21K","-0.31%"
"12/26/2019","17.956","17.795","18.100","17.785","0.22K","0.76%"
"12/24/2019","17.821","17.465","17.810","17.455","0.08K","2.05%"
"12/23/2019","17.463","17.250","17.460","17.250","0.06K","1.62%"
"12/20/2019","17.184","17.090","17.215","17.090","0.11K","0.40%"
"12/19/2019","17.116","16.920","17.115","16.920","0.05K","0.62%"
"12/18/2019","17.010","17.075","17.075","16.980","0.09K","-0.15%"
"12/17/2019","17.036","17.090","17.115","17.045","0.01K","-0.24%"
"12/16/2019","17.077","16.930","17.085","16.930","0.01K","0.59%"
"12/13/2019","16.976","16.985","16.985","16.950","0.00K","0.38%"
"12/12/2019","16.912","16.895","17.095","16.800","0.19K","0.61%"
"12/11/2019","16.810","16.840","16.875","16.840","0.00K","0.88%"
"12/10/2019","16.664","16.664","16.664","16.664","0.00K","0.39%"
"12/09/2019","16.600","16.595","16.595","16.595","0.01K","0.26%"
"12/06/2019","16.557","16.825","16.825","16.550","0.03K","-2.71%"
"12/05/2019","17.019","16.905","16.995","16.905","0.04K","0.82%"
"12/04/2019","16.881","17.200","17.200","16.900","0.02K","-1.88%"
"12/03/2019","17.204","17.050","17.220","17.035","0.06K","1.70%"
"12/02/2019","16.916","17.025","17.025","16.870","0.02K","-0.84%"
"11/29/2019","17.060","17.060","17.060","17.060","","-0.27%"
"11/28/2019","17.106","17.060","17.125","16.935","69.20K","0.57%"
"11/27/2019","17.009","17.009","17.009","17.009","26.89K","-0.51%"
"11/26/2019","17.096","16.840","17.125","16.840","0.76K","0.93%"
"11/25/2019","16.939","16.995","17.000","16.880","0.48K","-0.67%"
"11/22/2019","17.054","17.130","17.245","17.020","0.30K","-0.36%"
"11/21/2019","17.116","17.210","17.210","17.065","0.24K","-0.29%"
"11/20/2019","17.166","17.120","17.220","17.065","0.37K","-0.02%"
"11/19/2019","17.169","17.080","17.200","17.000","0.34K","0.69%"
"11/18/2019","17.051","17.015","17.080","16.795","0.14K","0.31%"
"11/15/2019","16.999","17.080","17.080","16.880","0.10K","-0.46%"
"11/14/2019","17.078","17.000","17.115","16.945","0.15K","0.68%"
"11/13/2019","16.963","16.815","17.000","16.815","0.26K","1.33%"
"11/12/2019","16.740","16.730","16.835","16.680","0.09K","-0.66%"
"11/11/2019","16.852","16.815","16.955","16.690","0.17K","-0.11%"
"11/08/2019","16.870","17.130","17.130","16.710","0.86K","-1.14%"
"11/07/2019","17.065","17.655","17.690","17.000","0.31K","-3.34%"
"11/06/2019","17.654","17.635","17.660","17.450","0.10K","0.18%"
"11/05/2019","17.623","18.115","18.115","17.600","0.17K","-2.76%"
"11/04/2019","18.123","18.195","18.210","18.035","0.05K","0.08%"
"11/01/2019","18.109","18.115","18.200","18.000","0.07K","-0.08%"
"10/31/2019","18.124","17.990","18.165","17.975","0.59K","1.13%"
"10/30/2019","17.921","17.870","17.990","17.735","0.23K","0.50%"
"10/29/2019","17.831","17.870","17.905","17.605","78.57K","-0.25%"
"10/28/2019","17.876","18.065","18.145","17.785","81.92K","-0.28%"
"10/25/2019","17.926","17.835","18.350","17.800","133.99K","0.69%"
"10/24/2019","17.804","17.575","17.860","17.485","76.01K","1.27%"
"10/23/2019","17.580","17.550","17.630","17.515","51.19K","0.46%"
"10/22/2019","17.500","17.580","17.680","17.440","56.64K","-0.58%"
"10/21/2019","17.602","17.615","17.895","17.530","76.35K","0.14%"
"10/18/2019","17.578","17.570","17.620","17.420","48.12K","-0.19%"
"10/17/2019","17.612","17.415","17.665","17.330","62.37K","1.06%"
"10/16/2019","17.427","17.430","17.490","17.180","80.64K","0.25%"
"10/15/2019","17.384","17.695","17.765","17.370","71.96K","-1.84%"
"10/14/2019","17.710","17.590","17.735","17.455","48.68K","0.95%"
"10/11/2019","17.544","17.540","17.785","17.370","102.67K","-0.33%"
"10/10/2019","17.602","17.800","17.935","17.455","93.95K","-1.17%"
"10/09/2019","17.810","17.775","18.000","17.720","67.68K","0.62%"
"10/08/2019","17.700","17.490","17.860","17.305","91.07K","0.91%"
"10/07/2019","17.540","17.665","17.700","17.435","35.22K","-0.48%"
"10/04/2019","17.625","17.630","17.745","17.330","59.58K","-0.29%"
"10/03/2019","17.676","17.630","17.845","17.515","70.00K","-0.04%"
"10/02/2019","17.683","17.310","17.730","17.240","70.48K","2.20%"
"10/01/2019","17.302","17.045","17.375","16.940","82.42K","1.79%"
"09/30/2019","16.998","17.590","17.660","16.980","96.15K","-3.70%"
"09/27/2019","17.652","17.885","17.960","17.345","134.22K","-1.19%"
"09/26/2019","17.864","17.915","18.050","17.760","0.52K","-0.89%"
"09/25/2019","18.024","18.670","18.695","17.865","0.22K","-2.99%"
"09/24/2019","18.579","18.640","18.710","18.285","0.16K","-0.44%"
"09/23/2019","18.661","17.850","18.685","17.850","0.13K","4.84%"
"09/20/2019","17.799","17.805","17.980","17.800","0.07K","-0.20%"
"09/19/2019","17.835","17.785","17.930","17.670","0.10K","-0.19%"
"09/18/2019","17.869","18.060","18.060","17.570","0.16K","-1.21%"
"09/17/2019","18.088","17.835","18.090","17.835","0.02K","0.63%"
"09/16/2019","17.974","17.775","17.940","17.775","0.06K","2.62%"
"09/13/2019","17.515","18.005","18.200","17.430","0.30K","-3.37%"
"09/12/2019","18.125","18.130","18.440","18.080","0.78K","0.05%"
"09/11/2019","18.116","18.180","18.180","18.050","0.04K","-0.08%"
"09/10/2019","18.131","18.000","18.185","18.000","0.01K","0.08%"
"09/09/2019","18.116","18.095","18.205","18.080","0.06K","0.28%"
"09/06/2019","18.065","18.600","18.795","18.090","0.20K","-3.66%"
"09/05/2019","18.752","19.510","19.510","18.730","0.20K","-3.80%"
"09/04/2019","19.493","19.320","19.425","19.320","0.05K","1.60%"
"09/03/2019","19.186","18.585","19.190","18.470","0.06K","-0.27%"
"09/02/2019","19.237","18.520","19.395","18.365","199.68K","5.16%"
"08/30/2019","18.293","18.420","18.420","18.405","0.04K","0.10%"
"08/29/2019","18.274","18.274","18.274","18.274","161.56K","-0.49%"
"08/28/2019","18.364","18.180","18.520","18.065","1.68K","0.91%"
"08/27/2019","18.199","17.670","18.220","17.655","0.41K","2.91%"
"08/26/2019","17.685","17.460","17.780","17.460","0.77K","1.30%"
"08/23/2019","17.458","17.050","17.500","17.005","0.34K","2.18%"
"08/22/2019","17.086","17.095","17.145","16.965","0.10K","-0.65%"
"08/21/2019","17.197","17.140","17.215","17.080","0.07K","0.02%"
"08/20/2019","17.194","16.925","17.220","16.925","0.12K","1.23%"
"08/19/2019","16.985","17.150","17.150","16.870","0.14K","-1.03%"
"08/16/2019","17.162","17.210","17.230","17.120","0.05K","-0.53%"
"08/15/2019","17.254","17.240","17.355","17.160","0.08K","-0.42%"
"08/14/2019","17.326","17.005","17.320","16.925","0.28K","1.75%"
"08/13/2019","17.028","17.350","17.525","16.560","0.47K","-0.51%"
"08/12/2019","17.116","17.035","17.180","16.880","0.19K","0.84%"
"08/09/2019","16.974","17.030","17.175","16.970","0.03K","-0.01%"
"08/08/2019","16.976","17.155","17.200","16.875","0.15K","-1.51%"
"08/07/2019","17.237","16.525","17.275","16.525","0.09K","4.56%"
"08/06/2019","16.485","16.535","16.540","16.415","0.05K","0.32%"
"08/05/2019","16.433","16.285","16.565","16.285","0.04K","0.76%"
"08/02/2019","16.309","16.245","16.330","16.140","0.06K","0.57%"
"08/01/2019","16.217","16.040","16.395","16.040","0.02K","-1.38%"
"07/31/2019","16.444","16.525","16.525","16.350","0.02K","-0.95%"
"07/30/2019","16.601","16.601","16.601","16.601","57.74K","0.98%"
"07/29/2019","16.440","16.420","16.500","16.360","62.06K","0.26%"
"07/26/2019","16.397","16.455","16.550","16.355","80.58K","-0.09%"
"07/25/2019","16.411","16.620","16.685","16.345","121.09K","-1.29%"
"07/24/2019","16.626","16.435","16.680","16.350","84.63K","0.91%"
"07/23/2019","16.476","16.380","16.575","16.205","111.41K","0.40%"
"07/22/2019","16.411","16.255","16.455","16.195","98.27K","1.33%"
"07/19/2019","16.195","16.385","16.625","16.080","173.87K","-0.02%"
"07/18/2019","16.198","16.005","16.385","15.960","149.09K","1.42%"
"07/17/2019","15.971","15.585","16.030","15.555","111.24K","1.87%"
"07/16/2019","15.678","15.415","15.735","15.340","128.87K","2.04%"
"07/15/2019","15.365","15.240","15.430","15.185","67.64K","0.85%"
"07/12/2019","15.236","15.135","15.270","15.070","49.16K","0.59%"
"07/11/2019","15.146","15.265","15.345","15.120","60.63K","-0.53%"
"07/10/2019","15.226","15.135","15.315","15.070","73.72K","0.52%"
"07/09/2019","15.147","15.035","15.155","14.965","49.64K","0.64%"
"07/08/2019","15.050","15.050","15.150","14.985","47.62K","0.33%"
"07/05/2019","15.001","15.365","15.370","14.915","109.25K","0.00%"
"07/04/2019","15.001","15.365","15.370","14.915","109.25K","-2.18%"
"07/03/2019","15.336","15.370","15.510","15.240","66.80K","0.64%"
"07/02/2019","15.238","15.160","15.365","15.070","71.31K","0.30%"
"07/01/2019","15.193","15.315","15.345","15.155","70.00K","-0.96%"
"06/28/2019","15.341","15.300","15.385","15.245","57.10K","0.31%"
"06/27/2019","15.294","15.340","15.355","15.205","74.82K","-0.27%"
"06/26/2019","15.335","15.360","15.375","15.195","0.38K","-0.05%"
"06/25/2019","15.342","15.480","15.535","15.315","0.47K","-0.49%"
"06/24/2019","15.418","15.400","15.485","15.330","0.30K","0.57%"
"06/21/2019","15.331","15.495","15.585","15.195","0.40K","-1.28%"
"06/20/2019","15.529","15.190","15.515","15.160","0.22K","3.57%"
"06/19/2019","14.994","15.000","15.205","14.945","0.09K","-0.23%"
"06/18/2019","15.029","14.860","15.060","14.860","0.08K","1.12%"
"06/17/2019","14.863","14.885","14.905","14.795","0.04K","0.16%"
"06/14/2019","14.839","14.935","15.080","14.815","0.07K","-0.58%"
"06/13/2019","14.926","14.780","14.905","14.780","0.12K","0.95%"
"06/12/2019","14.786","14.800","14.870","14.785","0.17K","0.08%"
"06/11/2019","14.774","14.715","14.810","14.670","0.24K","0.68%"
"06/10/2019","14.674","14.855","14.855","14.665","0.37K","-2.60%"
"06/07/2019","15.065","14.910","15.110","14.895","0.03K","0.83%"
"06/06/2019","14.941","14.970","14.995","14.915","0.32K","0.78%"
"06/05/2019","14.826","14.890","14.970","14.800","0.03K","0.12%"
"06/04/2019","14.808","14.785","14.805","14.745","0.01K","0.19%"
"06/03/2019","14.780","14.680","14.855","14.680","0.01K","1.18%"
"05/31/2019","14.607","14.680","14.680","14.680","0.01K","0.53%"
"05/30/2019","14.530","14.530","14.530","14.530","58.64K","0.83%"
"05/29/2019","14.411","14.325","14.450","14.320","72.67K","0.64%"
"05/28/2019","14.320","14.545","14.610","14.265","105.61K","0.00%"
"05/27/2019","14.320","14.545","14.610","14.265","105.61K","-1.61%"
"05/24/2019","14.555","14.575","14.595","14.520","40.68K","-0.40%"
"05/23/2019","14.613","14.420","14.635","14.400","68.45K","1.14%"
"05/22/2019","14.449","14.420","14.480","14.370","36.91K","0.27%"
"05/21/2019","14.410","14.435","14.460","14.350","47.47K","-0.24%"
"05/20/2019","14.445","14.395","14.460","14.355","44.60K","0.40%"
"05/17/2019","14.388","14.545","14.555","14.380","63.19K","-1.04%"
"05/16/2019","14.539","14.790","14.825","14.515","69.18K","-1.84%"
"05/15/2019","14.812","14.800","14.865","14.765","43.23K","0.00%"
"05/14/2019","14.812","14.780","14.865","14.745","47.64K","0.24%"
"05/13/2019","14.777","14.775","14.815","14.615","63.99K","-0.09%"
"05/10/2019","14.790","14.750","14.850","14.740","45.82K","0.12%"
"05/09/2019","14.773","14.845","14.875","14.705","59.56K","-0.60%"
"05/08/2019","14.862","14.920","14.990","14.835","53.11K","-0.43%"
"05/07/2019","14.926","14.910","14.955","14.810","55.91K","-0.01%"
"05/06/2019","14.927","14.960","14.990","14.770","64.55K","-0.34%"
"05/03/2019","14.978","14.620","14.995","14.600","84.55K","2.47%"
"05/02/2019","14.617","14.690","14.735","14.570","64.59K","-0.76%"
"05/01/2019","14.729","14.975","14.985","14.620","85.72K","-1.70%"
"04/30/2019","14.984","14.940","15.040","14.835","62.08K","0.34%"
"04/29/2019","14.933","15.115","15.115","14.905","65.25K","-0.77%"
"04/26/2019","15.049","14.965","15.075","14.900","0.67K","0.86%"
"04/25/2019","14.920","14.920","15.015","14.860","0.25K","-0.24%"
"04/24/2019","14.956","14.820","14.995","14.780","0.13K","0.86%"
"04/23/2019","14.829","14.995","15.025","14.735","0.23K","-1.25%"
"04/22/2019","15.016","15.020","15.065","15.000","0.09K","0.11%"
"04/18/2019","14.999","14.965","15.015","14.955","0.24K","0.13%"
"04/17/2019","14.979","15.005","15.095","14.965","0.08K","0.15%"
"04/16/2019","14.956","14.990","15.005","14.875","0.17K","-0.43%"
"04/15/2019","15.021","14.980","15.030","14.845","0.10K","0.09%"
"04/12/2019","15.008","14.970","15.080","14.970","0.14K","0.65%"
"04/11/2019","14.911","15.250","15.255","14.900","0.19K","-2.48%"
"04/10/2019","15.290","15.230","15.280","15.205","0.09K","0.20%"
"04/09/2019","15.259","15.280","15.300","15.235","0.06K","-0.03%"
"04/08/2019","15.263","15.130","15.270","15.130","0.12K","0.87%"
"04/05/2019","15.132","15.175","15.210","15.125","0.02K","-0.02%"
"04/04/2019","15.135","15.045","15.200","14.965","0.04K","-0.12%"
"04/03/2019","15.153","15.190","15.190","15.085","0.01K","0.28%"
"04/02/2019","15.111","15.100","15.135","15.035","0.05K","-0.24%"
"04/01/2019","15.148","15.175","15.200","15.115","0.01K","-0.05%"
"03/29/2019","15.156","15.060","15.060","15.060","0.00K","0.91%"
"03/28/2019","15.019","15.019","15.019","15.019","86.59K","-1.82%"
"03/27/2019","15.298","15.425","15.475","15.255","58.95K","-0.85%"
"03/26/2019","15.429","15.545","15.560","15.390","53.10K","-0.89%"
"03/25/2019","15.567","15.405","15.590","15.385","50.18K","1.04%"
"03/22/2019","15.407","15.475","15.550","15.365","53.66K","-0.19%"
"03/21/2019","15.437","15.485","15.650","15.380","72.41K","0.78%"
"03/20/2019","15.318","15.360","15.565","15.265","65.90K","-0.35%"
"03/19/2019","15.372","15.345","15.450","15.320","39.61K","0.33%"
"03/18/2019","15.322","15.315","15.425","15.220","44.45K","-0.01%"
"03/15/2019","15.324","15.185","15.390","15.165","58.86K","1.01%"
"03/14/2019","15.171","15.455","15.470","15.135","69.84K","-1.84%"
"03/13/2019","15.456","15.440","15.550","15.435","46.36K","0.28%"
"03/12/2019","15.413","15.330","15.490","15.310","53.98K","0.91%"
"03/11/2019","15.274","15.320","15.365","15.225","47.79K","-0.49%"
"03/08/2019","15.349","15.055","15.385","15.015","73.17K","2.05%"
"03/07/2019","15.040","15.100","15.130","14.985","61.27K","-0.30%"
"03/06/2019","15.085","15.150","15.175","15.055","56.77K","-0.13%"
"03/05/2019","15.105","15.115","15.175","15.060","67.84K","0.00%"
"03/04/2019","15.105","15.225","15.295","15.075","90.70K","-0.99%"
"03/01/2019","15.256","15.630","15.665","15.165","102.86K","-2.42%"
"02/28/2019","15.634","15.770","15.860","15.605","65.41K","-0.84%"
"02/27/2019","15.766","15.980","16.010","15.735","69.16K","-0.71%"
"02/26/2019","15.879","15.880","15.930","15.780","0.50K","0.03%"
"02/25/2019","15.875","15.910","16.000","15.875","0.26K","-0.53%"
"02/22/2019","15.960","15.855","15.980","15.830","0.24K","0.71%"
"02/21/2019","15.848","16.095","16.095","15.805","0.49K","-2.32%"
"02/20/2019","16.225","16.055","16.220","16.030","0.43K","1.32%"
"02/19/2019","16.013","15.820","16.020","15.790","0.18K","0.29%"
"02/18/2019","15.967","15.785","15.980","15.715","115.09K","1.12%"
"02/15/2019","15.790","15.590","15.810","15.590","0.16K","1.38%"
"02/14/2019","15.575","15.600","15.640","15.510","0.04K","-0.79%"
"02/13/2019","15.699","15.695","15.820","15.565","0.05K","-0.26%"
"02/12/2019","15.740","15.845","15.845","15.845","0.01K","0.00%"
"02/11/2019","15.740","15.860","15.875","15.750","0.01K","-0.75%"
"02/08/2019","15.859","15.780","15.870","15.780","0.04K","0.63%"
"02/07/2019","15.760","15.715","15.765","15.685","0.03K","0.07%"
"02/06/2019","15.749","15.850","15.850","15.790","0.01K","-0.84%"
"02/05/2019","15.883","15.880","15.910","15.880","0.00K","-0.28%"
"02/04/2019","15.928","15.830","15.830","15.830","0.01K","-0.32%"
"02/01/2019","15.979","15.979","15.979","15.979","69.77K","-0.87%"
"01/31/2019","16.120","16.080","16.080","16.080","0.02K","0.91%"
"01/30/2019","15.974","15.974","15.974","15.974","80.54K","0.85%"
"01/29/2019","15.839","15.755","15.925","15.725","60.00K","0.47%"
"01/28/2019","15.765","15.755","15.830","15.610","57.72K","0.42%"
"01/25/2019","15.699","15.320","15.765","15.300","80.95K","2.61%"
"01/24/2019","15.300","15.370","15.405","15.245","47.64K","-0.52%"
"01/23/2019","15.380","15.345","15.445","15.275","56.86K","0.36%"
"01/22/2019","15.325","15.375","15.385","15.195","82.30K","0.00%"
"01/21/2019","15.325","15.365","15.375","15.195","82.30K","-0.48%"
"01/18/2019","15.399","15.585","15.605","15.350","55.59K","-0.88%"
"01/17/2019","15.536","15.625","15.645","15.480","54.25K","-0.65%"
"01/16/2019","15.638","15.620","15.685","15.520","49.14K","0.12%"
"01/15/2019","15.620","15.690","15.735","15.575","61.68K","-0.42%"
"01/14/2019","15.686","15.640","15.700","15.585","48.11K","0.19%"
"01/11/2019","15.656","15.625","15.780","15.590","65.33K","0.08%"
"01/10/2019","15.643","15.800","15.830","15.585","63.41K","-0.58%"
"01/09/2019","15.735","15.715","15.825","15.630","78.69K","0.14%"
"01/08/2019","15.713","15.725","15.745","15.560","64.41K","-0.27%"
"01/07/2019","15.756","15.800","15.880","15.680","54.18K","-0.19%"
"01/04/2019","15.786","15.805","15.955","15.645","99.94K","-0.07%"
"01/03/2019","15.797","15.630","15.815","15.550","90.48K","0.95%"
"01/02/2019","15.649","15.550","15.680","15.385","89.23K","0.70%"
"12/31/2018","15.540","15.460","15.575","15.390","53.73K","0.67%"
"12/28/2018","15.436","15.295","15.460","15.285","60.78K","1.15%"
"12/27/2018","15.260","15.070","15.260","15.020","0.18K","1.20%"
"12/26/2018","15.079","14.760","15.195","14.760","0.38K","2.09%"
"12/24/2018","14.771","14.655","14.770","14.655","0.02K","0.85%"
"12/21/2018","14.646","14.795","14.795","14.630","0.05K","-1.13%"
"12/20/2018","14.814","14.595","14.850","14.595","0.12K","0.29%"
"12/19/2018","14.771","14.820","14.820","14.610","0.04K","0.78%"
"12/18/2018","14.656","14.690","14.715","14.650","0.02K","-0.39%"
"12/17/2018","14.714","14.595","14.700","14.595","0.05K","0.85%"
"12/14/2018","14.590","14.615","14.630","14.560","0.03K","-1.45%"
"12/13/2018","14.805","14.760","14.790","14.760","0.02K","0.01%"
"12/12/2018","14.804","14.625","14.820","14.625","0.04K","1.55%"
"12/11/2018","14.578","14.700","14.760","14.580","0.02K","0.16%"
"12/10/2018","14.555","14.580","14.595","14.565","0.05K","-0.63%"
"12/07/2018","14.647","14.565","14.650","14.565","0.04K","1.28%"
"12/06/2018","14.462","14.410","14.495","14.390","0.01K","-0.52%"
"12/05/2018","14.537","14.455","14.525","14.455","0.05K","-0.40%"
"12/04/2018","14.595","14.560","14.575","14.545","0.02K","0.98%"
"12/03/2018","14.453","14.400","14.565","14.400","0.04K","1.93%"
"11/30/2018","14.180","14.330","14.350","14.120","0.04K","-1.23%"
"11/29/2018","14.356","14.356","14.356","14.356","78.09K","-0.11%"
"11/28/2018","14.372","14.155","14.400","14.125","0.75K","1.67%"
"11/27/2018","14.136","14.270","14.310","14.110","0.42K","-0.85%"
"11/26/2018","14.257","14.345","14.445","14.245","0.43K","-0.21%"
"11/23/2018","14.287","14.515","14.555","14.205","0.41K","0.31%"
"11/22/2018","14.243","14.460","14.485","14.165","101.36K","-2.06%"
"11/21/2018","14.542","14.340","14.575","14.315","0.30K","1.61%"
"11/20/2018","14.311","14.430","14.500","14.280","0.14K","-0.92%"
"11/19/2018","14.444","14.425","14.455","14.380","0.10K","0.15%"
"11/16/2018","14.422","14.330","14.430","14.265","0.27K","0.82%"
"11/15/2018","14.304","14.145","14.345","14.130","0.35K","1.27%"
"11/14/2018","14.124","14.040","14.185","13.925","0.27K","0.72%"
"11/13/2018","14.023","14.035","14.115","13.980","0.40K","-0.22%"
"11/12/2018","14.054","14.175","14.220","14.010","0.17K","-0.92%"
"11/09/2018","14.184","14.410","14.415","14.130","0.53K","-1.96%"
"11/08/2018","14.467","14.480","14.570","14.415","0.23K","-0.99%"
"11/07/2018","14.612","14.600","14.715","14.600","0.14K","0.47%"
"11/06/2018","14.543","14.705","14.715","14.540","0.06K","-1.01%"
"11/05/2018","14.691","14.800","14.800","14.650","0.20K","-0.72%"
"11/02/2018","14.798","14.725","14.955","14.715","0.43K","-0.16%"
"11/01/2018","14.821","14.305","14.850","14.300","0.39K","3.47%"
"10/31/2018","14.324","14.430","14.430","14.300","0.18K","-1.24%"
"10/30/2018","14.504","14.535","14.535","14.475","0.08K","0.43%"
"10/29/2018","14.442","14.720","14.780","14.405","93.78K","-1.76%"
"10/26/2018","14.700","14.660","14.795","14.595","84.75K","0.48%"
"10/25/2018","14.630","14.720","14.800","14.610","70.47K","-0.31%"
"10/24/2018","14.676","14.775","14.830","14.660","64.15K","-0.79%"
"10/23/2018","14.793","14.585","14.840","14.540","86.18K","1.41%"
"10/22/2018","14.587","14.650","14.715","14.540","57.81K","-0.43%"
"10/19/2018","14.650","14.600","14.740","14.580","57.03K","0.31%"
"10/18/2018","14.604","14.625","14.680","14.470","76.14K","-0.40%"
"10/17/2018","14.663","14.675","14.760","14.615","59.83K","-0.26%"
"10/16/2018","14.701","14.725","14.880","14.640","67.28K","-0.18%"
"10/15/2018","14.727","14.625","14.805","14.615","64.04K","0.63%"
"10/12/2018","14.635","14.620","14.735","14.540","70.70K","0.20%"
"10/11/2018","14.606","14.335","14.650","14.275","97.85K","1.95%"
"10/10/2018","14.326","14.420","14.455","14.255","61.50K","-0.51%"
"10/09/2018","14.400","14.420","14.470","14.285","65.02K","0.50%"
"10/08/2018","14.329","14.665","14.700","14.285","88.56K","-2.18%"
"10/05/2018","14.649","14.620","14.750","14.540","61.93K","0.40%"
"10/04/2018","14.590","14.665","14.805","14.560","77.16K","-0.55%"
"10/03/2018","14.670","14.730","14.855","14.650","66.41K","-0.16%"
"10/02/2018","14.693","14.535","14.950","14.470","106.11K","1.28%"
"10/01/2018","14.507","14.725","14.725","14.395","84.97K","-1.39%"
"09/28/2018","14.712","14.270","14.755","14.255","117.07K","2.95%"
"09/27/2018","14.290","14.375","14.480","14.195","87.46K","-0.45%"
"09/26/2018","14.354","14.460","14.475","14.300","0.31K","-0.63%"
"09/25/2018","14.445","14.255","14.500","14.220","0.12K","1.04%"
"09/24/2018","14.296","14.265","14.340","14.180","0.08K","-0.13%"
"09/21/2018","14.315","14.375","14.380","14.150","0.12K","0.37%"
"09/20/2018","14.262","14.330","14.335","14.200","0.06K","0.15%"
"09/19/2018","14.240","14.225","14.290","14.185","0.04K","0.67%"
"09/18/2018","14.145","14.130","14.190","14.105","0.06K","-0.27%"
"09/17/2018","14.183","14.035","14.215","14.035","0.03K","0.55%"
"09/14/2018","14.106","14.255","14.255","14.050","0.16K","-0.65%"
"09/13/2018","14.199","14.220","14.305","14.180","0.04K","-0.33%"
"09/12/2018","14.246","14.145","14.245","14.065","0.03K","0.95%"
"09/11/2018","14.112","14.180","14.180","14.110","0.02K","-0.18%"
"09/10/2018","14.138","14.190","14.190","14.145","0.01K","0.06%"
"09/07/2018","14.130","14.105","14.185","14.105","0.03K","-0.08%"
"09/06/2018","14.141","14.141","14.141","14.141","72.88K","-0.28%"
"09/05/2018","14.180","14.150","14.150","14.150","0.00K","0.25%"
"09/04/2018","14.145","14.480","14.480","14.080","0.03K","-0.25%"
"09/03/2018","14.180","14.540","14.550","14.035","141.42K","-2.32%"
"08/31/2018","14.517","14.650","14.650","14.560","0.00K","-0.23%"
"08/30/2018","14.551","14.551","14.551","14.551","81.13K","-1.24%"
"08/29/2018","14.733","14.730","14.765","14.635","0.58K","-0.59%"
"08/28/2018","14.820","14.895","14.990","14.655","0.32K","-0.54%"
"08/27/2018","14.901","14.835","14.910","14.755","0.25K","0.47%"
"08/24/2018","14.831","14.545","14.860","14.535","0.16K","1.74%"
"08/23/2018","14.577","14.705","14.705","14.500","0.69K","-1.41%"
"08/22/2018","14.785","14.805","14.870","14.735","0.12K","-0.09%"
"08/21/2018","14.799","14.810","14.855","14.790","0.10K","0.65%"
"08/20/2018","14.703","14.785","14.820","14.680","0.07K","0.27%"
"08/17/2018","14.664","14.665","14.725","14.650","0.04K","-0.55%"
"08/16/2018","14.745","14.465","14.840","14.380","0.27K","1.77%"
"08/15/2018","14.488","15.085","15.085","14.395","0.18K","-3.96%"
"08/14/2018","15.086","15.090","15.090","15.065","0.03K","0.47%"
"08/13/2018","15.016","15.280","15.290","15.020","0.03K","-2.04%"
"08/10/2018","15.328","15.475","15.475","15.350","0.02K","-1.08%"
"08/09/2018","15.495","15.540","15.540","15.500","0.05K","0.20%"
"08/08/2018","15.464","15.415","15.440","15.345","0.01K","0.38%"
"08/07/2018","15.405","15.405","15.405","15.405","0.02K","0.16%"
"08/06/2018","15.381","15.480","15.480","15.340","0.06K","-0.74%"
"08/03/2018","15.495","15.490","15.565","15.490","0.02K","0.50%"
"08/02/2018","15.418","15.395","15.395","15.395","0.05K","-0.45%"
"08/01/2018","15.488","15.585","15.585","15.480","0.05K","-0.70%"
"07/31/2018","15.597","15.630","15.630","15.630","0.00K","-0.45%"
"07/30/2018","15.667","15.667","15.667","15.667","42.34K","1.12%"
"07/27/2018","15.493","15.400","15.570","15.345","59.41K","-0.01%"
"07/26/2018","15.495","15.620","15.700","15.390","56.67K","-0.60%"
"07/25/2018","15.589","15.480","15.655","15.470","60.42K","0.44%"
"07/24/2018","15.520","15.395","15.630","15.340","70.89K","0.62%"
"07/23/2018","15.425","15.540","15.580","15.350","61.39K","-0.80%"
"07/20/2018","15.549","15.330","15.565","15.250","81.07K","0.95%"
"07/19/2018","15.402","15.565","15.590","15.185","103.53K","-1.10%"
"07/18/2018","15.574","15.585","15.625","15.410","71.77K","-0.28%"
"07/17/2018","15.617","15.800","15.885","15.560","80.89K","-1.23%"
"07/16/2018","15.812","15.805","15.900","15.765","47.30K","-0.02%"
"07/13/2018","15.815","15.980","16.015","15.700","78.40K","-1.01%"
"07/12/2018","15.977","15.825","16.025","15.780","64.14K","1.01%"
"07/11/2018","15.817","16.105","16.110","15.805","86.97K","-1.68%"
"07/10/2018","16.087","16.150","16.200","15.920","68.89K","-0.32%"
"07/09/2018","16.139","16.065","16.260","16.055","62.14K","0.44%"
"07/06/2018","16.069","16.065","16.190","15.985","58.13K","-0.17%"
"07/05/2018","16.097","16.060","16.195","15.970","89.47K","0.00%"
"07/04/2018","16.097","16.130","16.145","15.970","89.47K","0.34%"
"07/03/2018","16.043","15.880","16.085","15.815","72.28K","1.31%"
"07/02/2018","15.835","16.145","16.180","15.800","82.70K","-2.24%"
"06/29/2018","16.198","16.050","16.220","16.000","70.39K","0.98%"
"06/28/2018","16.041","16.125","16.185","15.965","109.59K","-0.96%"
